gene,furthest_stage,pu_role
TM4SF5,,unlabeled
TM6SF1,,unlabeled
TM6SF2,,unlabeled
TM7SF2,,unlabeled
TM7SF3,,unlabeled
TM9SF1,,unlabeled
TM9SF2,,unlabeled
TM9SF3,,unlabeled
TM9SF4,,unlabeled
TMA16,,unlabeled
TMA7,,unlabeled
TMBIM1,,unlabeled
TMBIM4,,unlabeled
TMBIM6,,unlabeled
TMC1,,unlabeled
TMC2,,unlabeled
TMC3,,unlabeled
TMC4,,unlabeled
TMC5,,unlabeled
TMC6,,unlabeled
TMC7,,unlabeled
TMC8,,unlabeled
TMCC1,,unlabeled
TMCC2,,unlabeled
TMCC3,,unlabeled
TMCO1,,unlabeled
TMCO2,,unlabeled
SLC9D1,,unlabeled
TMCO4,,unlabeled
TMCO5A,,unlabeled
TMCO6,,unlabeled
TMED1,,unlabeled
TMED10,,unlabeled
TMED2,,unlabeled
TMED3,,unlabeled
TMED4,,unlabeled
TMED5,,unlabeled
TMED6,,unlabeled
TMED7,,unlabeled
TMED7-TICAM2,,unlabeled
TMED8,,unlabeled
TMED9,,unlabeled
TMEFF1,,unlabeled
TMEFF2,,unlabeled
TMEM100,,unlabeled
TMEM101,,unlabeled
TMEM102,,unlabeled
SLC38A12,,unlabeled
TMEM106A,,unlabeled
TMEM106B,,unlabeled
TMEM106C,,unlabeled
TMEM107,,unlabeled
TMEM108,,unlabeled
TMEM109,,unlabeled
TMEM11,,unlabeled
TMEM114,,unlabeled
TMEM115,,unlabeled
TMEM116,,unlabeled
TMEM117,,unlabeled
TMEM119,,unlabeled
TMEM120A,,unlabeled
TMEM120B,,unlabeled
TMEM121,,unlabeled
TMEM121B,,unlabeled
TMEM123,,unlabeled
TMEM125,,unlabeled
TMEM126A,,unlabeled
TMEM126B,,unlabeled
TMEM127,,unlabeled
TMEM128,,unlabeled
TMEM129,,unlabeled
TMEM130,,unlabeled
TMEM131,,unlabeled
TMEM131L,,unlabeled
TMEM132A,,unlabeled
TMEM132B,,unlabeled
TMEM132C,,unlabeled
TMEM132D,,unlabeled
TMEM132E,,unlabeled
TMEM134,,unlabeled
TMEM135,,unlabeled
TMEM138,,unlabeled
TMEM139,,unlabeled
TMEM140,,unlabeled
TMEM141,,unlabeled
TMEM143,,unlabeled
TMEM144,,unlabeled
TMEM145,,unlabeled
TMEM147,,unlabeled
TMEM14A,,unlabeled
TMEM14B,,unlabeled
TMEM14C,,unlabeled
TMEM150A,,unlabeled
TMEM150B,,unlabeled
TMEM150C,,unlabeled
TMEM151A,,unlabeled
TMEM151B,,unlabeled
TMEM154,,unlabeled
TMEM156,,unlabeled
TMEM158,,unlabeled
TMEM160,,unlabeled
TMEM161A,,unlabeled
TMEM161B,,unlabeled
TMEM163,,unlabeled
TMEM164,,unlabeled
TMEM165,,unlabeled
TMEM167A,,unlabeled
TMEM167B,,unlabeled
TMEM168,,unlabeled
TMEM169,,unlabeled
TMEM17,,unlabeled
TMEM170A,,unlabeled
TMEM170B,,unlabeled
TMEM171,,unlabeled
TMEM174,,unlabeled
TMEM175,,unlabeled
TMEM176A,,unlabeled
TMEM176B,,unlabeled
TMEM177,,unlabeled
TMEM178A,,unlabeled
TMEM178B,,unlabeled
TMEM179,,unlabeled
TMEM179B,,unlabeled
TMEM18,,unlabeled
TMEM181,,unlabeled
TMEM182,,unlabeled
TMEM183A,,unlabeled
TMEM184A,,unlabeled
TMEM184B,,unlabeled
TMEM184C,,unlabeled
TMEM185A,,unlabeled
TMEM185B,,unlabeled
TMEM186,,unlabeled
TMEM187,,unlabeled
TMEM19,,unlabeled
TMEM190,,unlabeled
TMEM191B,,unlabeled
TMEM191C,,unlabeled
TMEM192,,unlabeled
TMEM196,,unlabeled
TMEM198,,unlabeled
VMA12,,unlabeled
TMEM200A,,unlabeled
TMEM200B,,unlabeled
TMEM200C,,unlabeled
TMEM201,,unlabeled
TMEM202,,unlabeled
TMEM203,,unlabeled
TMEM204,,unlabeled
TMEM205,,unlabeled
TMEM207,,unlabeled
TMEM208,,unlabeled
TMEM209,,unlabeled
TMEM210,,unlabeled
LHFPL7,,unlabeled
TMEM212,,unlabeled
TMEM213,,unlabeled
TMEM214,,unlabeled
TMEM215,,unlabeled
TMEM216,,unlabeled
TMEM217,,unlabeled
TMEM218,,unlabeled
TMEM219,,unlabeled
TMEM220,,unlabeled
TMEM221,,unlabeled
TMEM222,,unlabeled
TMEM223,,unlabeled
TMEM225,,unlabeled
TMEM225B,,unlabeled
TMEM229A,,unlabeled
TMEM229B,,unlabeled
TMEM230,,unlabeled
TMEM231,,unlabeled
TMEM232,,unlabeled
TMEM233,,unlabeled
TMEM234,,unlabeled
TMEM235,,unlabeled
TMEM236,,unlabeled
TMEM237,,unlabeled
TMEM238,,unlabeled
TMEM239,,unlabeled
TMEM240,,unlabeled
SLC35D4,,unlabeled
TMEM242,,unlabeled
TMEM243,,unlabeled
TMEM244,,unlabeled
TMEM245,,unlabeled
TMEM247,,unlabeled
TMEM248,,unlabeled
CATSPERQ,,unlabeled
TMEM25,,unlabeled
TMEM250,,unlabeled
LYSET,,unlabeled
TMEM252,,unlabeled
TMEM253,,unlabeled
TMEM254,,unlabeled
TMEM255A,,unlabeled
TMEM255B,,unlabeled
TMEM256,,unlabeled
TMEM256-PLSCR3,,unlabeled
TMEM258,,unlabeled
TMEM259,,unlabeled
TMEM26,,unlabeled
TMEM260,,unlabeled
CATSPERH,,unlabeled
TMEM263,,unlabeled
TMEM265,,unlabeled
TMEM266,,unlabeled
TMEM267,,unlabeled
TMEM268,,unlabeled
TMEM269,,unlabeled
TMEM270,,unlabeled
TMEM272,,unlabeled
TMEM273,,unlabeled
CDC50A,,unlabeled
CDC50B,,unlabeled
TMEM31,,unlabeled
TMEM33,,unlabeled
TMEM35A,,unlabeled
TMEM35B,,unlabeled
TMEM37,,unlabeled
TMEM38A,,unlabeled
TMEM38B,,unlabeled
TMEM39A,,unlabeled
TMEM39B,,unlabeled
TMEM40,,unlabeled
TMEM41A,,unlabeled
TMEM41B,,unlabeled
TMEM42,,unlabeled
TMEM43,,unlabeled
TMEM44,,unlabeled
TMEM45A,,unlabeled
TMEM45B,,unlabeled
TMEM47,,unlabeled
TMEM50A,,unlabeled
TMEM50B,,unlabeled
TMEM51,,unlabeled
TMEM52,,unlabeled
TMEM52B,,unlabeled
TMEM53,,unlabeled
TMEM54,,unlabeled
TMEM59,,unlabeled
TMEM59L,,unlabeled
TMEM60,,unlabeled
TMEM61,,unlabeled
TMEM62,,unlabeled
TMEM63A,,unlabeled
TMEM63B,,unlabeled
TMEM63C,,unlabeled
TMEM64,,unlabeled
TMEM65,,unlabeled
TMEM67,,unlabeled
TMEM68,,unlabeled
TMEM69,,unlabeled
TMEM70,,unlabeled
TMEM71,,unlabeled
TMEM72,,unlabeled
TMEM74,,unlabeled
TMEM74B,,unlabeled
TMEM79,,unlabeled
TMEM80,,unlabeled
TMEM81,,unlabeled
TMEM82,,unlabeled
TMEM86A,,unlabeled
TMEM86B,,unlabeled
TMEM87A,,unlabeled
TMEM87B,,unlabeled
TMEM88,,unlabeled
TMEM278,,unlabeled
TMEM89,,unlabeled
TMEM8B,,unlabeled
TMEM9,,unlabeled
TMEM91,,unlabeled
TMEM92,,unlabeled
TMEM94,,unlabeled
TMEM95,,unlabeled
TMEM97,,unlabeled
TMEM98,,unlabeled
TMEM9B,,unlabeled
TMF1,,unlabeled
TMIE,,unlabeled
TMIGD1,,unlabeled
TMIGD2,,unlabeled
TMIGD3,,unlabeled
TMLHE,,unlabeled
TMOD1,,unlabeled
TMOD2,,unlabeled
TMOD3,,unlabeled
TMOD4,,unlabeled
TMPO,,unlabeled
TMPPE,,unlabeled
TMPRSS11A,,unlabeled
TMPRSS11B,,unlabeled
TMPRSS11D,,unlabeled
TMPRSS11E,,unlabeled
TMPRSS11F,,unlabeled
TMPRSS12,,unlabeled
TMPRSS13,,unlabeled
TMPRSS15,,unlabeled
TMPRSS2,,unlabeled
TMPRSS3,,unlabeled
TMPRSS4,,unlabeled
TMPRSS5,,unlabeled
TMPRSS6,Phase 3,trial_heldout
TMPRSS7,,unlabeled
TMPRSS9,,unlabeled
TMSB10,,unlabeled
TMSB15A,,unlabeled
TMSB4X,,unlabeled
TMSB4Y,,unlabeled
TMTC1,,unlabeled
TMTC2,,unlabeled
TMTC3,,unlabeled
TMTC4,,unlabeled
TMUB1,,unlabeled
TMUB2,,unlabeled
TMX1,,unlabeled
TMX2,,unlabeled
TMX3,,unlabeled
TMX4,,unlabeled
TNC,Phase 1,trial_heldout
TNF,Approved,P
TNFAIP1,,unlabeled
TNFAIP2,,unlabeled
TNFAIP3,,unlabeled
TNFAIP6,,unlabeled
TNFAIP8,,unlabeled
TIPE1,,unlabeled
TIPE2,,unlabeled
TIPE3,,unlabeled
TNFRSF10A,Phase 2,trial_heldout
TNFRSF10B,Phase 2,trial_heldout
TNFRSF10C,,unlabeled
TNFRSF10D,,unlabeled
TNFRSF11A,,unlabeled
TNFRSF11B,,unlabeled
TNFRSF12A,,unlabeled
TNFRSF13B,,unlabeled
TNFRSF13C,Phase 3,trial_heldout
TNFRSF14,,unlabeled
TNFRSF17,Approved,P
TNFRSF18,,unlabeled
TNFRSF19,,unlabeled
TNFRSF1A,,unlabeled
TNFRSF1B,,unlabeled
TNFRSF21,,unlabeled
TNFRSF25,,unlabeled
TNFRSF4,Phase 3,trial_heldout
TNFRSF6B,,unlabeled
TNFRSF8,Phase 3,trial_heldout
TNFRSF9,Phase 3,trial_heldout
TNFSF10,,unlabeled
TNFSF11,Approved,P
TNFSF12,Phase 2,trial_heldout
TNFSF12-TNFSF13,,unlabeled
TNFSF13,Phase 3,trial_heldout
TNFSF13B,Approved,P
TNFSF14,Phase 2,trial_heldout
TNFSF15,,unlabeled
TNFSF18,,unlabeled
TNFSF4,Phase 3,trial_heldout
TNFSF8,,unlabeled
TNFSF9,,unlabeled
TNIK,,unlabeled
TNIP1,,unlabeled
TNIP2,,unlabeled
TNIP3,,unlabeled
TNK1,,unlabeled
TNK2,,unlabeled
TNKS,,unlabeled
CNOT12,,unlabeled
TNKS2,,unlabeled
TNMD,,unlabeled
TNN,,unlabeled
TNNC1,,unlabeled
TNNC2,Phase 2,trial_heldout
TNNI1,,unlabeled
TNNI2,Phase 2,trial_heldout
TNNI3,,unlabeled
TNNI3K,,unlabeled
TNNT1,,unlabeled
TNNT2,,unlabeled
TNNT3,Phase 2,trial_heldout
TNP1,,unlabeled
TNP2,,unlabeled
TNPO1,,unlabeled
TNPO2,,unlabeled
TNPO3,,unlabeled
TNR,,unlabeled
TNRC18,,unlabeled
TNRC6A,,unlabeled
TNRC6B,,unlabeled
TNRC6C,,unlabeled
TNS1,,unlabeled
TNS2,,unlabeled
TNS3,,unlabeled
TNS4,,unlabeled
TNXB,,unlabeled
TOB1,,unlabeled
TOB2,,unlabeled
TOE1,,unlabeled
TOGARAM1,,unlabeled
TOGARAM2,,unlabeled
TOLLIP,,unlabeled
TOM1,,unlabeled
TOM1L1,,unlabeled
TOM1L2,,unlabeled
TOMM20,,unlabeled
TOMM20L,,unlabeled
TOMM22,,unlabeled
TOMM34,,unlabeled
TOMM40,,unlabeled
TOMM40L,,unlabeled
TOMM5,,unlabeled
TOMM6,,unlabeled
TOMM7,,unlabeled
TOMM70,,unlabeled
TOMT,,unlabeled
TONSL,,unlabeled
TOP1,Phase 2,trial_heldout
TOP1MT,,unlabeled
TOP2A,Approved,P
TOP2B,Phase 3,trial_heldout
TOP3A,,unlabeled
TOP3B,,unlabeled
TOPAZ1,,unlabeled
TOPBP1,,unlabeled
TOPORS,,unlabeled
TOR1A,,unlabeled
TOR1AIP1,,unlabeled
TOR1AIP2,,unlabeled
TOR1B,,unlabeled
TOR2A,,unlabeled
TOR3A,,unlabeled
TOR4A,,unlabeled
TOX,,unlabeled
TOX2,,unlabeled
TOX3,,unlabeled
TOX4,,unlabeled
TP53,Phase 3,trial_heldout
TP53AIP1,,unlabeled
TP53BP1,,unlabeled
TP53BP2,,unlabeled
TP53I11,,unlabeled
TP53I13,,unlabeled
TP53I3,,unlabeled
TP53INP1,,unlabeled
TP53INP2,,unlabeled
TP53RK,,unlabeled
TP53TG3D,,unlabeled
TP53TG5,,unlabeled
TP63,,unlabeled
TP73,,unlabeled
TPBG,,unlabeled
TPBGL,,unlabeled
TPCN1,,unlabeled
TPCN2,,unlabeled
TPD52,,unlabeled
TPD52L1,,unlabeled
TPD52L2,,unlabeled
TPD52L3,,unlabeled
TPGS1,,unlabeled
TPGS2,,unlabeled
TPH1,Phase 2,trial_heldout
TPH2,Phase 2,trial_heldout
TPI1,,unlabeled
TPK1,,unlabeled
TPM1,,unlabeled
TPM2,,unlabeled
TPM3,,unlabeled
TPM4,,unlabeled
TPMT,,unlabeled
TPO,Phase 3,trial_heldout
TPP1,,unlabeled
TPP2,,unlabeled
TPPP,,unlabeled
TPPP2,,unlabeled
TPPP3,,unlabeled
TPR,,unlabeled
TPRA1,,unlabeled
TPRG1,,unlabeled
TPRG1L,,unlabeled
TPRKB,,unlabeled
TPRN,,unlabeled
TPRX1,,unlabeled
TPSAB1,,unlabeled
TPSB2,,unlabeled
TPSD1,,unlabeled
TPSG1,,unlabeled
TPST1,,unlabeled
TPST2,,unlabeled
TPT1,,unlabeled
TPTE,,unlabeled
TPTE2,,unlabeled
TPTEP2-CSNK1E,,unlabeled
TPX2,,unlabeled
TRA2A,,unlabeled
TRA2B,,unlabeled
TRABD,,unlabeled
TRABD2A,,unlabeled
TRABD2B,,unlabeled
TRAC,,unlabeled
TRADD,,unlabeled
TRAF1,,unlabeled
TRAF2,,unlabeled
TRAF3,,unlabeled
IFT54,,unlabeled
TRAF3IP2,Approved,P
TRAF3IP3,,unlabeled
TRAF4,,unlabeled
TRAF5,,unlabeled
TRAF6,,unlabeled
TRAF7,,unlabeled
TRAFD1,,unlabeled
TRAIP,,unlabeled
TRAJ1,,unlabeled
TRAJ10,,unlabeled
TRAJ11,,unlabeled
TRAJ12,,unlabeled
TRAJ13,,unlabeled
TRAJ14,,unlabeled
TRAJ16,,unlabeled
TRAJ17,,unlabeled
TRAJ18,,unlabeled
TRAJ19,,unlabeled
TRAJ2,,unlabeled
TRAJ20,,unlabeled
TRAJ21,,unlabeled
TRAJ22,,unlabeled
TRAJ23,,unlabeled
TRAJ24,,unlabeled
TRAJ25,,unlabeled
TRAJ26,,unlabeled
TRAJ27,,unlabeled
TRAJ28,,unlabeled
TRAJ29,,unlabeled
TRAJ3,,unlabeled
TRAJ30,,unlabeled
TRAJ31,,unlabeled
TRAJ32,,unlabeled
TRAJ33,,unlabeled
TRAJ34,,unlabeled
TRAJ35,,unlabeled
TRAJ36,,unlabeled
TRAJ37,,unlabeled
TRAJ38,,unlabeled
TRAJ39,,unlabeled
TRAJ4,,unlabeled
TRAJ40,,unlabeled
TRAJ41,,unlabeled
TRAJ42,,unlabeled
TRAJ43,,unlabeled
TRAJ44,,unlabeled
TRAJ45,,unlabeled
TRAJ46,,unlabeled
TRAJ47,,unlabeled
TRAJ48,,unlabeled
TRAJ49,,unlabeled
TRAJ5,,unlabeled
TRAJ50,,unlabeled
TRAJ52,,unlabeled
TRAJ53,,unlabeled
TRAJ54,,unlabeled
TRAJ56,,unlabeled
TRAJ57,,unlabeled
TRAJ58,,unlabeled
TRAJ59,,unlabeled
TRAJ6,,unlabeled
TRAJ61,,unlabeled
TRAJ7,,unlabeled
TRAJ9,,unlabeled
TRAK1,,unlabeled
TRAK2,,unlabeled
TRAM1,,unlabeled
TRAM1L1,,unlabeled
TRAM2,,unlabeled
TRANK1,,unlabeled
TRAP1,,unlabeled
TRAPPC1,,unlabeled
TRAPPC10,,unlabeled
TRAPPC11,,unlabeled
TRAPPC12,,unlabeled
TRAPPC13,,unlabeled
TRAPPC14,,unlabeled
TRAPPC2,,unlabeled
TRAPPC2B,,unlabeled
TRAPPC2L,,unlabeled
TRAPPC3,,unlabeled
TRAPPC3L,,unlabeled
TRAPPC4,,unlabeled
TRAPPC5,,unlabeled
TRAPPC6A,,unlabeled
TRAPPC6B,,unlabeled
TRAPPC8,,unlabeled
TRAPPC9,,unlabeled
TRARG1,,unlabeled
TRAT1,,unlabeled
TRAV1-1,,unlabeled
TRAV1-2,,unlabeled
TRAV10,,unlabeled
TRAV12-1,,unlabeled
TRAV12-2,,unlabeled
TRAV12-3,,unlabeled
TRAV13-1,,unlabeled
TRAV13-2,,unlabeled
TRAV14DV4,,unlabeled
TRAV16,,unlabeled
TRAV17,,unlabeled
TRAV18,,unlabeled
TRAV19,,unlabeled
TRAV2,,unlabeled
TRAV20,,unlabeled
TRAV21,,unlabeled
TRAV22,,unlabeled
TRAV23DV6,,unlabeled
TRAV24,,unlabeled
TRAV25,,unlabeled
TRAV26-1,,unlabeled
TRAV26-2,,unlabeled
TRAV27,,unlabeled
TRAV29DV5,Phase 2,trial_heldout
TRAV3,,unlabeled
TRAV30,,unlabeled
TRAV34,,unlabeled
TRAV36DV7,,unlabeled
TRAV38-1,,unlabeled
TRAV38-2DV8,,unlabeled
TRAV39,,unlabeled
TRAV4,,unlabeled
TRAV40,,unlabeled
TRAV41,,unlabeled
TRAV5,,unlabeled
TRAV6,,unlabeled
TRAV7,,unlabeled
TRAV8-1,,unlabeled
TRAV8-2,,unlabeled
TRAV8-3,,unlabeled
TRAV8-4,,unlabeled
TRAV8-6,,unlabeled
TRAV8-7,,unlabeled
TRAV9-1,,unlabeled
TRAV9-2,,unlabeled
TRBC1,,unlabeled
TRBC2,,unlabeled
TRBJ2-1,,unlabeled
TRBJ2-2,,unlabeled
TRBJ2-2P,,unlabeled
TRBJ2-3,,unlabeled
TRBJ2-4,,unlabeled
TRBJ2-5,,unlabeled
TRBJ2-6,,unlabeled
TRBJ2-7,,unlabeled
TRBV10-1,,unlabeled
TRBV10-2,,unlabeled
TRBV10-3,,unlabeled
TRBV11-1,,unlabeled
TRBV11-3,,unlabeled
TRBV19,,unlabeled
TRBV2,,unlabeled
TRBV20-1,,unlabeled
TRBV20OR9-2,,unlabeled
TRBV23-1,,unlabeled
TRBV24-1,,unlabeled
TRBV25-1,,unlabeled
TRBV27,,unlabeled
TRBV28,,unlabeled
TRBV29-1,,unlabeled
TRBV3-1,,unlabeled
TRBV30,,unlabeled
TRBV4-1,,unlabeled
TRBV4-2,,unlabeled
TRBV5-1,,unlabeled
TRBV5-3,,unlabeled
TRBV5-4,,unlabeled
TRBV5-5,,unlabeled
TRBV5-6,,unlabeled
TRBV5-7,,unlabeled
TRBV6-1,,unlabeled
TRBV6-2,,unlabeled
TRBV6-4,,unlabeled
TRBV6-5,,unlabeled
TRBV6-6,,unlabeled
TRBV6-7,,unlabeled
TRBV6-8,,unlabeled
TRBV7-1,,unlabeled
TRBV7-2,,unlabeled
TRBV7-3,,unlabeled
TRBV7-4,,unlabeled
TRBV7-6,,unlabeled
TRBV7-7,,unlabeled
TRBV7-9,Phase 2,trial_heldout
TRBV9,,unlabeled
TRDC,,unlabeled
TRDD1,,unlabeled
TRDD2,,unlabeled
TRDD3,,unlabeled
TRDJ1,,unlabeled
TRDJ2,,unlabeled
TRDJ3,,unlabeled
TRDJ4,,unlabeled
TRDMT1,,unlabeled
TRDN,,unlabeled
TRDV1,,unlabeled
TRDV2,,unlabeled
TRDV3,,unlabeled
TREH,,unlabeled
TREM1,,unlabeled
TREM2,,unlabeled
TREML1,,unlabeled
TREML2,,unlabeled
TREML4,,unlabeled
TRERF1,,unlabeled
TREX1,,unlabeled
TREX2,,unlabeled
TRGC1,,unlabeled
TRGC2,,unlabeled
TRGJ1,,unlabeled
TRGJ2,,unlabeled
TRGJP,,unlabeled
TRGJP1,,unlabeled
TRGJP2,,unlabeled
TRGV1,,unlabeled
TRGV10,,unlabeled
TRGV11,,unlabeled
TRGV2,,unlabeled
TRGV3,Phase 2,trial_heldout
TRGV4,,unlabeled
TRGV5,,unlabeled
TRGV8,,unlabeled
TRGV9,,unlabeled
TRH,,unlabeled
TRHDE,,unlabeled
TRHR,,unlabeled
TRIAP1,,unlabeled
TRIB1,,unlabeled
TRIB2,,unlabeled
TRIB3,,unlabeled
TRIL,,unlabeled
TRIM10,,unlabeled
TRIM11,,unlabeled
TRIM13,,unlabeled
TRIM14,,unlabeled
TRIM15,,unlabeled
TRIM16,,unlabeled
TRIM17,,unlabeled
TRIM2,,unlabeled
TRIM21,,unlabeled
TRIM22,,unlabeled
TRIM23,,unlabeled
TRIM24,,unlabeled
TRIM25,,unlabeled
TRIM26,,unlabeled
TRIM27,,unlabeled
TRIM28,,unlabeled
TRIM29,,unlabeled
TRIM3,,unlabeled
TRIM31,,unlabeled
TRIM32,,unlabeled
TRIM33,,unlabeled
TRIM34,,unlabeled
TRIM35,,unlabeled
TRIM36,,unlabeled
TRIM37,,unlabeled
TRIM38,,unlabeled
TRIM39,,unlabeled
TRIM39-RPP21,,unlabeled
TRIM4,,unlabeled
TRIM40,,unlabeled
TRIM41,,unlabeled
TRIM42,,unlabeled
TRIM43,,unlabeled
TRIM43B,,unlabeled
TRIM44,,unlabeled
TRIM45,,unlabeled
TRIM46,,unlabeled
TRIM47,,unlabeled
TRIM48,,unlabeled
TRIM49,,unlabeled
TRIM49B,,unlabeled
TRIM49C,,unlabeled
TRIM49D1,,unlabeled
TRIM49D2,,unlabeled
TRIM5,,unlabeled
TRIM50,,unlabeled
TRIM51,,unlabeled
TRIM51G,,unlabeled
TRIM52,,unlabeled
TRIM54,,unlabeled
TRIM55,,unlabeled
TRIM56,,unlabeled
TRIM58,,unlabeled
TRIM59,,unlabeled
TRIM6,,unlabeled
TRIM6-TRIM34,,unlabeled
TRIM60,,unlabeled
TRIM61,,unlabeled
TRIM62,,unlabeled
TRIM63,,unlabeled
TRIM64,,unlabeled
TRIM64B,,unlabeled
TRIM64C,,unlabeled
TRIM65,,unlabeled
TRIM66,,unlabeled
TRIM67,,unlabeled
TRIM68,,unlabeled
TRIM69,,unlabeled
TRIM7,,unlabeled
TRIM71,,unlabeled
TRIM72,,unlabeled
TRIM73,,unlabeled
TRIM74,,unlabeled
TRIM75,,unlabeled
TRIM77,,unlabeled
TRIM8,,unlabeled
TRIM9,,unlabeled
TRIML1,,unlabeled
TRIML2,,unlabeled
TRIO,,unlabeled
TRIOBP,,unlabeled
TRIP10,,unlabeled
TRIP11,,unlabeled
TRIP12,,unlabeled
TRIP13,,unlabeled
TRIP4,,unlabeled
TRIP6,,unlabeled
TRIQK,,unlabeled
TRIR,,unlabeled
TRIT1,,unlabeled
TRMO,,unlabeled
TRMT1,,unlabeled
TRMT10A,,unlabeled
TRMT10B,,unlabeled
TRMT10C,,unlabeled
TRMT11,,unlabeled
TRMT112,,unlabeled
TYW2,,unlabeled
TRMT13,,unlabeled
TRMT1L,,unlabeled
TRMT2A,,unlabeled
TRMT2B,,unlabeled
TRMT44,,unlabeled
TRMT5,,unlabeled
TRMT6,,unlabeled
TRMT61A,,unlabeled
TRMT61B,,unlabeled
TRMT9B,,unlabeled
TRMU,,unlabeled
TRNAU1AP,,unlabeled
TRNP1,,unlabeled
TRNT1,,unlabeled
TRO,,unlabeled
TROAP,,unlabeled
TRPA1,Approved,P
TRPC1,,unlabeled
TRPC3,,unlabeled
TRPC4,,unlabeled
TRPC4AP,,unlabeled
TRPC5,,unlabeled
TRPC5OS,,unlabeled
TRPC6,,unlabeled
TRPC7,,unlabeled
TRPM1,,unlabeled
TRPM2,,unlabeled
TRPM3,,unlabeled
TRPM4,,unlabeled
TRPM5,,unlabeled
TRPM6,,unlabeled
TRPM7,,unlabeled
TRPM8,Approved,P
TRPS1,,unlabeled
TRPT1,,unlabeled
TRPV1,Approved,P
TRPV2,,unlabeled
TRPV3,Phase 1,trial_heldout
TRPV4,,unlabeled
TRPV5,,unlabeled
TRPV6,,unlabeled
TRRAP,,unlabeled
TRUB1,,unlabeled
TRUB2,,unlabeled
TSACC,,unlabeled
TSBP1,,unlabeled
TSC1,,unlabeled
TSC2,,unlabeled
TSC22D1,,unlabeled
TSC22D2,,unlabeled
TSC22D3,,unlabeled
TSC22D4,,unlabeled
TSEN15,,unlabeled
TSEN2,,unlabeled
TSEN34,,unlabeled
TSEN54,,unlabeled
TSFM,,unlabeled
TSG101,,unlabeled
TSGA10,,unlabeled
TSGA10IP,,unlabeled
TSGA13,,unlabeled
TSHB,,unlabeled
TSHR,,unlabeled
TSHZ1,,unlabeled
TSHZ2,,unlabeled
TSHZ3,,unlabeled
TSKS,,unlabeled
TSKU,,unlabeled
TSLP,Phase 2,trial_heldout
TSN,,unlabeled
TSNARE1,,unlabeled
TSNAX,,unlabeled
TSNAX-DISC1,,unlabeled
TSNAXIP1,,unlabeled
TSPAN1,,unlabeled
TSPAN10,,unlabeled
TSPAN11,,unlabeled
TSPAN12,,unlabeled
TSPAN13,,unlabeled
TSPAN14,,unlabeled
TSPAN15,,unlabeled
TSPAN16,,unlabeled
TSPAN17,,unlabeled
TSPAN18,,unlabeled
TSPAN19,,unlabeled
TSPAN2,,unlabeled
TSPAN3,,unlabeled
TSPAN31,,unlabeled
TSPAN32,,unlabeled
TSPAN33,,unlabeled
TSPAN4,,unlabeled
TSPAN5,,unlabeled
TSPAN6,,unlabeled
TSPAN7,,unlabeled
TSPAN8,,unlabeled
TSPAN9,,unlabeled
TSPEAR,,unlabeled
TSPO,Unknown,unlabeled
TSPO2,,unlabeled
TSPOAP1,,unlabeled
TSPY1,,unlabeled
TSPY10,,unlabeled
TSPY2,,unlabeled
TSPY3,,unlabeled
TSPY4,,unlabeled
TSPY8,,unlabeled
TSPY9,,unlabeled
TSPYL1,,unlabeled
TSPYL2,,unlabeled
TSPYL4,,unlabeled
TSPYL5,,unlabeled
TSPYL6,,unlabeled
TSR1,,unlabeled
TSR2,,unlabeled
TSR3,,unlabeled
TSSC4,,unlabeled
TSSK1B,,unlabeled
TSSK2,,unlabeled
TSSK3,,unlabeled
TSSK4,,unlabeled
TSSK6,,unlabeled
TST,,unlabeled
TSTD1,,unlabeled
TSTD2,,unlabeled
TSTD3P,,unlabeled
TTBK1,,unlabeled
TTBK2,,unlabeled
TTC1,,unlabeled
TTC12,,unlabeled
TTC13,,unlabeled
TTC14,,unlabeled
TTC16,,unlabeled
TTC17,,unlabeled
TTC19,,unlabeled
TTC21A,,unlabeled
TTC21B,,unlabeled
TTC22,,unlabeled
TTC23,,unlabeled
TTC23L,,unlabeled
TTC24,,unlabeled
IFT56,,unlabeled
TTC27,,unlabeled
TTC28,,unlabeled
TTC29,,unlabeled
TTC3,,unlabeled
IFT70A,,unlabeled
IFT70B,,unlabeled
TTC31,,unlabeled
TTC32,,unlabeled
TTC33,,unlabeled
TTC34,,unlabeled
TTC36,,unlabeled
SKIC3,,unlabeled
TTC38,,unlabeled
TTC39A,,unlabeled
TTC39B,,unlabeled
TTC39C,,unlabeled
TTC4,,unlabeled
TTC5,,unlabeled
TTC6,,unlabeled
TTC7A,,unlabeled
TTC7B,,unlabeled
TTC8,,unlabeled
TTC9,,unlabeled
TTC9B,,unlabeled
TTC9C,,unlabeled
TTF1,,unlabeled
TTF2,,unlabeled
TTI1,,unlabeled
TTI2,,unlabeled
TTK,,unlabeled
TTL,,unlabeled
TTLL1,,unlabeled
TTLL10,,unlabeled
TTLL11,,unlabeled
TTLL12,,unlabeled
TTLL13,,unlabeled
TTLL2,,unlabeled
TTLL3,,unlabeled
TTLL4,,unlabeled
TTLL5,,unlabeled
TTLL6,,unlabeled
TTLL7,,unlabeled
TTLL8,,unlabeled
TTLL9,,unlabeled
TTN,,unlabeled
TTPA,,unlabeled
TTPAL,,unlabeled
TTR,,unlabeled
TTYH1,,unlabeled
TTYH2,,unlabeled
TTYH3,,unlabeled
TUB,,unlabeled
