gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	gene_burden_score	expected_n_regulators_residuals	crossdonor_correlation_mean	zscore_Th1	neglog10_adjp_Th1	zscore_Th2	neglog10_adjp_Th2	zscore_Th17	neglog10_adjp_Th17	zscore_Treg	neglog10_adjp_Treg	polar_coef_rank_Rest	polar_coef_rank_Stim8hr	polar_coef_rank_Stim48hr	polar_coef_mean_Rest	polar_coef_mean_Stim8hr	polar_coef_mean_Stim48hr	polar_rank_range	known_polar_regulator	reg_burden_sig_Rest	reg_burden_sig_Stim8hr	reg_burden_sig_Stim48hr	n_sig_regulated_cytokines_Rest	n_sig_regulated_cytokines_Stim8hr	n_sig_regulated_cytokines_Stim48hr	has_any_significant_cytokine	n_sig_regulated_cytokine_receptors_Rest	n_sig_regulated_cytokine_receptors_Stim8hr	n_sig_regulated_cytokine_receptors_Stim48hr	has_any_significant_cytokine_receptors
TFAP2C	ENSG00000087510	chr20	3.66E-01	2.27E+00	0	0	0			0.04329193859124867		1.1628263088569717		0.7969792625533941	0.26025904950645157	1.4426737665644054	0.6449760836411519	0.706020328381548	0.8160978094752929	0.7994764397905759	-0.0056322278704985	-0.0077730975932501	-0.0081746549698857	0.11007748109374482	0.0				0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0
TFAP2D	ENSG00000008197	chr6	3.60E-01	8.71E-01	0	0.167206	0			0.15922754443600337		-0.7040372912010269	0.141204265251341			-1.161786734976598	0.4692814638537465												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFAP2E	ENSG00000116819	chr1	1.07E+00	1.20E+00	0	0.199872	0	-5.346912360837675		0.8870537205616731	5.540375732814527e-05	-3.1409714338847756	1.8444016057458466			0.051898238221051905	0.011993259854917506									0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFAP4	ENSG00000090447	chr16	3.26E-01	1.55E+00	0	0	0	-10.298287649111638	0.5437375974655473	-0.31189166902891063	5.540375732814527e-05	2.1957420486293286	0.9107779102792384	-0.8634331275071581	0.28996102811817615	-3.067843839504667	2.209158023326738	0.5444357571019025	0.9065206316861946	0.9827225130890052	-0.000284323394687	-0.0124972064054009	-0.0215913744329477	0.43828675598710265	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
TFB1M	ENSG00000029639	chr6	1.20E+00	5.14E-01	0	0	0	-21.24387676176681	0.6050140382032625	0.3822198911441046	5.540375732814527e-05	-0.4907255653505732	0.08926914762329388	-1.7979506278976438	0.8528984409435018	-1.367410010854049	0.5956906086276164	0.2051081574146468	0.5539989811512991	0.4892670157068063	0.0105434500291988	-0.0007672630326909	0.0001158979454571	0.34889082373665226	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
TFB2M	ENSG00000162851	chr1	1.37E+00	-1.12E-01	0	0	0	-2.6564727641422277		-0.21614838839586323	5.540375732814527e-05	0.282535441542913	0.04551885464700485	-1.1016537845376468	0.4076765914603734	-0.5881644232170326	0.18666345033460907	0.5634610372686994	0.9658685685175752	0.5654450261780105	-0.0009857592639718	-0.0178569908622709	-0.0018645554044054	0.40240753124887574	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TFCP2	ENSG00000135457	chr12	6.01E-01	4.37E+00	0	0	0	-45.34182821518478																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFCP2L1	ENSG00000115112	chr2	2.69E-01	2.33E+00	0	0.539961	0			0.292895537925445	5.540375732814527e-05	-1.6871740607679804	0.5568981295319657	3.49898080029002	2.6927944777703803	-2.196021165544321	1.2479138164696466												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFDP1	ENSG00000198176	chr13	2.47E-01	3.81E+00	0	0.416122	0	71.64842470836551	0.28875489435207524	-0.4276736616054853	5.540375732814527e-05	0.42911268080343695	0.07440437068105427	-2.458171037697321	1.433537519440198	-4.473668357384538	4.387600250345764	0.1566327860307532	0.5056036678553235	0.8518324607329842	0.0129479555735242	0.0004914567539925	-0.0102254961686952	0.6951996747022311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0
TFDP2	ENSG00000114126	chr3	4.30E-01	2.56E+00	0	0	0	7.808855771511046		-0.36948326287140376	5.540375732814527e-05	2.4606609910778654	1.1357694802985603	0.004636522362842448	0.0014358366225129724	-1.4059490000802188	0.6205838971975558									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFDP3	ENSG00000183434	chrX	NA	-7.48E-01	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFE3	ENSG00000068323	chrX	3.01E-01	2.35E+00	0	0	0	20.746573532272137		1.09402136632114	5.540375732814527e-05	1.6905235274498072	0.5583414481016403			3.4217784321116214	2.6839634073820413	0.7333854573885848	0.3458991339786041	0.7481675392670157	-0.0067251841232442	0.0042797331729347	-0.0065553273808781	0.4022684052884116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFEB	ENSG00000112561	chr6	4.05E-01	2.21E+00	0	0	0	0.4443625164185381		2.65892995057678	0.5524438500278086	-7.433879369592068	10.87191868527469	3.0276722851398237	2.0657507812765306	8.951378020934525	16.7930604227916									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFEC	ENSG00000105967	chr7	1.01E+00	4.45E-02	0	0	0			1.2933751821282429	5.540375732814527e-05	-1.6987140419886724	0.5625870779060945	-4.969012691594447	5.254489091798729	-1.7750169884347107	0.886184771130181												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFF1	ENSG00000160182	chr21	1.87E+00	-2.63E-01	0	0	0																													
TFF2	ENSG00000160181	chr21	1.74E+00	-4.13E-02	0	0	0																													
TFF3	ENSG00000160180	chr21	1.22E+00	2.40E-01	0	0.074838	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFG	ENSG00000114354	chr3	6.11E-01	1.33E+00	0	0	0	-22.018029814465777	0.5663044617394428	-0.19612339510992094	5.540375732814527e-05	0.31228361140354444	0.05198408249523675			-0.24682079276115942	0.06684440057815058	0.870471722700026	0.2697401935812532	0.7507853403141361	-0.013610214681738	0.0063017628208744	-0.0066564831600951	0.6007315291187729	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	6.0	0.0	1.0
TFIP11	ENSG00000100109	chr22	1.06E+00	2.54E+00	0	0	0	-42.087554203824546																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFPI	ENSG00000003436	chr2	6.67E-01	1.41E+00	0	0.345673	0			2.3624752550826136	0.3287920619068097	-3.106008689409376	1.8043167983674326	0.666517143530374	0.20506050809892098	2.315637206921162	1.3641107362413782												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFPI2	ENSG00000105825	chr7	1.41E+00	2.13E-01	0	0.108971	0			-0.12939040261587828	5.540375732814527e-05	-1.5289480461521816	0.46804543575690183	-0.6480748126495897	0.19744394493011966	2.9782189129654886	2.0985712977613176																			
TFPT	ENSG00000105619	chr19	1.29E+00	1.86E-01	0	0	0	-25.98288884380247											0.3140601120733571			0.0050983523372542		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TFR2	ENSG00000106327	chr7	8.58E-01	1.69E+00	0	0.03685	0																													
TFRC	ENSG00000072274	chr3	5.41E-01	1.31E+00	1	0	0			0.47461200803680265	5.540375732814527e-05	-0.15726942187423298	0.024531093004262157	-2.375900017517692	1.3543632072404537	-1.8855698572344974	0.975288301522804																			
TG	ENSG00000042832	chr8	9.20E-01	-9.77E-01	0	0.899597	0	6.163620566941414						2.396592256544376	1.3743537683322664											0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGDS	ENSG00000088451	chr13	1.15E+00	9.05E-01	0	0.031703	0	-25.635307242296633	0.5630844023335163	-0.4939325321376623	5.540375732814527e-05	-0.6273406905388333	0.11985654928004472	-4.316718298293519	4.003958105177146	-2.815428032145634	1.9020875669435509	0.9869689861871254	0.5608762098828324	0.7390052356020942	-0.0322756877030722	-0.0009518936426374	-0.0062504800462168	0.426092776304293	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TGFA	ENSG00000163235	chr2	8.97E-01	9.65E-01	0	0.555122	0			-0.2910635656034339	5.540375732814527e-05	-0.9255095276023888	0.20866273407454097	6.881481339122716	9.929045230252887	1.0701993697461387	0.415983735620183												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	ENSG00000105329	chr19	6.37E-01	1.57E+00	1	0	0	-5.686534864887096		0.510975367115562	5.540375732814527e-05	-1.4875121407479162	0.44677932790126973	-3.550811107330673	2.768035746362221	-2.0072503368035735	1.0787957427507544									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1I1	ENSG00000140682	chr16	8.49E-01	6.52E-01	0	0	0	15.428333554191184		-0.6823375567657862	5.540375732814527e-05	0.026864432844959638	0.003525080202284617	7.874471895137874	12.931165172668795	10.025493999070465	21.059302090902527									0.0	0.0	0.0								
TGFB2	ENSG00000092969	chr1	4.84E-01	2.39E+00	0	0.713871	0																													
TGFB3	ENSG00000119699	chr14	2.62E-01	2.91E+00	0	0.044066	0	-12.932591800193771																		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFBI	ENSG00000120708	chr5	8.58E-01	5.47E-01	0	0.424124	0			1.9127211302832883	0.054241456317008746	-0.2620166588545256	0.04187501641798853	10.052229720581861	21.125890727200016	10.272839816764485	22.112375068790122												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFBR1	ENSG00000106799	chr9	5.27E-01	3.99E+00	1	0.506222	0	32.408154161155686		1.6105975607416325	5.540375732814527e-05	-4.4677083084257685	3.7761212517878286	-2.4252180938102836	1.4016245556811722	-0.7048111238049846	0.23568813376730238									0.0	0.0	1.0								
TGFBR2	ENSG00000163513	chr3	5.45E-01	3.13E+00	1	0.046197	0	33.44742264483449		1.6284244353886632	5.540375732814527e-05	-5.352524175966592	5.483609935363396	2.342835013705472	1.323132054175862	1.244644183209246	0.5181024559255776	0.7573625228042742	0.3530310748853795	0.6994764397905759	-0.0075861609241021	0.0041149476305593	-0.0051744068135032	0.4043314479188947	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TGFBR3	ENSG00000069702	chr1	6.69E-01	2.32E+00	0	0.665499	0	13.283111084050445		-1.4453612675516982	5.540375732814527e-05	-0.8836157981949188	0.1938297588097311	-7.4581422842333325	11.627334880723398	-5.18642795508652	5.789089100856816									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFBR3L	ENSG00000260001	chr19	1.48E+00	3.64E-01	0	0	0							7.117418867621299	10.600255519663337																					
TGFBRAP1	ENSG00000135966	chr2	3.49E-01	1.92E+00	0	0.044225	0	-24.21094994164996	0.0307918898815223					0.23744041159830898	0.059523523303151735			0.975241073755538	0.8303616912888436	0.7628272251308901	-0.0271258479475555	-0.0083725023545644	-0.0069927127043384	0.21241384862464796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGIF1	ENSG00000177426	chr18	4.74E-01	1.53E+00	0	0.390987	0	26.53625031797809	0.8811375371874198	0.4835468446743614	5.540375732814527e-05	-3.506351225053542	2.3063763826708925	8.790748189974028	16.150339728204173	6.673726818951754	9.397613096501372	0.2861610633307271	0.2906265919510952	0.5958115183246073	0.0075742073865263	0.005746174150039	-0.0026851155949466	0.3096504549938802	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TGIF2	ENSG00000118707	chr20	6.97E-01	9.44E-01	0	0	0	-23.522745262060738	0.4304858968227256	-1.3967067705688394	5.540375732814527e-05	1.330184109847723	0.37100460780186234	0.7569655156653845	0.242976783178169	2.9284806664763567	2.0376848286564924	0.1944227260880896	0.1067244014263881	0.2827225130890052	0.0110452462579101	0.0123646041044655	0.0051203073120181	0.17599811166261708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGIF2-RAB5IF	ENSG00000259399	chr20	9.21E-01	7.29E-01	0	0	0																						1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TGIF2LX	ENSG00000153779	chrX	4.01E+00	3.02E+00	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGIF2LY	ENSG00000176679	chrY	NA	2.53E+00	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGM1	ENSG00000092295	chr14	8.76E-01	1.56E+00	0	0	0	-14.203102959359311		-1.1980875128419597	5.540375732814527e-05	-0.7432982068479911	0.15311463453523208			5.059487180410807	5.527415485875316									0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGM2	ENSG00000198959	chr20	8.82E-01	1.21E+00	0	0	0			-1.087360171053663	5.540375732814527e-05	-2.9988974882861794	1.6794091215601852	1.068239209992623	0.390907368506526	0.31596909219380637	0.08772967144007623																			
TGM3	ENSG00000125780	chr20	8.88E-01	-2.56E-01	0	0	0																													
TGM4	ENSG00000163810	chr3	9.90E-01	7.23E-01	0	0	0																													
TGM5	ENSG00000104055	chr15	1.09E+00	7.76E-01	0	0	0			1.8023740646788706	0.01215942787929887	-3.035003157342372	1.7193516090115146	0.33658609218784286	0.08802281450810452	3.344485867390681	2.580124693706054																			
TGM6	ENSG00000166948	chr20	1.16E+00	-3.86E-01	0	0	0																													
TGM7	ENSG00000159495	chr15	1.13E+00	-8.60E-02	0	0	0																													
TGOLN2	ENSG00000152291	chr2	8.90E-01	3.47E-01	0	0	0	9.881798340328416																		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGS1	ENSG00000137574	chr8	9.15E-01	-8.19E-01	0	0.043545	0			-0.6197530174817241	5.540375732814527e-05	0.1814817440793542	0.02844463284878429	-1.8389182756665547	0.8855582019829633	-2.884730180758179	1.9843687096346179	0.6168881939014855	0.6816097809475293		-0.0026816475929632	-0.0038378220411265		0.0647215870460438	0.0				0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
TH	ENSG00000180176	chr11	1.08E+00	-3.76E-01	0	0.539824	0																													
THADA	ENSG00000115970	chr2	1.09E+00	-5.72E+00	0	0.586665	0	-11.874430698029627		-1.2176854785998148	5.540375732814527e-05	-0.769981988722115	0.1605160681021075	-1.6578048063545379	0.7506158558546026	-5.45418572350177	6.373260782766337									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP1	ENSG00000131931	chr8	6.52E-01	2.06E+00	0	0	0	-38.087133570642784																		0.0	0.0	0.0								
THAP10	ENSG00000129028	chr15	1.08E+00	4.91E-01	0	0.064812	0			0.3464712092375509	5.540375732814527e-05	0.36601492844482775	0.06254657305974483	1.6243542867788026	0.7269111131802477	5.431863723951783	6.323279087221103												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP11	ENSG00000168286	chr16	6.00E-01	2.97E+00	0	0	0	-35.053828530767206	0.38423342812020805									0.071409955694553	0.2603158430973	0.4882198952879581	0.0187764987399142	0.0064989794743808	0.0001784264173263	0.4168099395934051	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0
THAP12	ENSG00000137492	chr11	4.61E-01	4.81E+00	0	0.144815	0	-21.8710960609417	0.3738958103636867	-0.36399640086929674	5.540375732814527e-05	-0.11766046325516492	0.01853246574379627	-2.945429976894396	1.9652842819822978	-4.572859089041921	4.571332556024378	0.9371905134219444	0.5687722873153337	0.4157068062827225	-0.0199900257741512	-0.0011467774817052	0.0017980527904206	0.5214837071392219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0
THAP2	ENSG00000173451	chr12	1.29E+00	3.75E-01	0	0	0	-16.81680044760061	0.16424775099850972	0.5498157973425147	5.540375732814527e-05	-0.4105844553553897	0.07059220518311451			0.7125934844534163	0.2389687051877319	0.0020849622100599	0.0005094243504839	0.0280104712041884	0.0434497834541034	0.0375948184223257	0.0178625700566695	0.0275010468537045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP3	ENSG00000041988	chr1	1.10E+00	6.93E-01	0	0.424504	0	-35.09617212268495										0.674224654678134	0.0570555272542027	0.5172774869109947	-0.0045395088857701	0.0155120104348332	-0.0006644600846229	0.6171691274239313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP4	ENSG00000176946	chr2	5.55E-01	1.82E+00	0	0	0	-30.324796522613454		-0.04618321811807674	5.540375732814527e-05	0.34391054414223377	0.059143913719197506	0.8481109901381378	0.28297801204219225	-2.599847407525712	1.6590777578230542									0.0	0.0	0.0								
THAP5	ENSG00000177683	chr7	1.06E+00	1.18E+00	0	0.405176	0	-36.103970503828414	0.5224375333383544									0.0638519676830857	0.1023942944472745	0.4952879581151832	0.0192634917801221	0.0126128528559454	-5.581002171790826e-05	0.4314359904320975	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
THAP6	ENSG00000174796	chr4	1.03E+00	-1.12E-02	0	0.331749	0	-28.33663314886158		1.2045985769653118	5.540375732814527e-05	-4.252916284992911	3.4190162779768056			2.6916700323209652	1.7612609476745709	0.3745113369820172	0.5799796230259806	0.4659685863874345	0.0047260492843423	-0.0014664517682817	0.0006643468136682	0.2054682860439634	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
THAP7	ENSG00000184436	chr22	1.08E+00	-6.64E-01	0	0	0	-22.63999261135257		-0.35526066772005666	5.540375732814527e-05	1.1478899037999482	0.2892363087730879			-2.848992230406536	1.9412638090180183	0.5624185561636695	0.5112073357106469	0.8795811518324608	-0.0009315171471784	0.0003961530586498	-0.0113738583239135	0.36837381612181386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP8	ENSG00000161277	chr19	1.35E+00	-6.72E-01	0	0	0	-7.9846530713880215		-0.04816824932580168	5.540375732814527e-05	0.7055724021711136	0.14147539374548815	0.23956823893311577	0.05987171598006955	-0.45128093904262023	0.13411154554703023									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP9	ENSG00000168152	chr4	8.14E-01	2.34E+00	0	0.041511	0	-17.707686219320816																		0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
THBD	ENSG00000178726	chr20	NA	-4.95E-01	1	0	0							2.3642206068164056	1.3436694438390284																					
THBS1	ENSG00000137801	chr15	3.14E-01	3.77E+00	0	0	0			1.7629684689981193	5.540375732814527e-05	0.19250984845498376	0.03008286354749448	7.406586608750118	11.477416109958783	8.475002242808156	15.060157304513112												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THBS2	ENSG00000186340	chr6	4.43E-01	3.36E+00	0	0.442381	0																													
THBS3	ENSG00000169231	chr1	7.96E-01	2.30E+00	0	0.387984	0	0.5192744312951447		0.2653757061842219	5.540375732814527e-05	-0.40561038859919124	0.06965599342052523	2.3997380389025	1.377307137742504	1.433256282420182	0.6384270337423443									0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
THBS4	ENSG00000113296	chr5	9.27E-01	1.77E+00	0	0.12882	0			1.0195884077553494	5.540375732814527e-05	-0.9572693947351175	0.22058310724664945	-4.984130437815822	5.287313598377394	-4.968480662223582	5.339914320553192												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPMAP2	ENSG00000105549	chr19	1.25E+00	-9.43E-01	0	0	0																													
SPMAP2L	ENSG00000249693	chr4	1.11E+00	2.79E-01	0	0	0																													
THEM4	ENSG00000159445	chr1	1.26E+00	3.51E-01	0	0.149857	0	6.767783082220767		-0.9574331817166062	5.540375732814527e-05	-1.5621526138039208	0.4860501392272847			-0.2672058742347267	0.07307266616359924									1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THEM5	ENSG00000196407	chr1	1.59E+00	9.10E-01	0	0.389723	0							5.049510167329398	5.419647232297953														0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THEM6	ENSG00000130193	chr8	1.24E+00	-1.07E-01	0	0	0	-16.309337113648457																		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THEMIS	ENSG00000172673	chr6	9.26E-01	-6.94E-01	0	0.710911	0	13.471798083904682		0.45984251680499133	5.540375732814527e-05	-2.8726095682886124	1.543384540385578	-6.376282189013686	8.546814884996822	-7.938564029031301	13.225790112799189									0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THEMIS2	ENSG00000130775	chr1	8.44E-01	2.02E+00	0	0	0	19.20855042830956		0.6170136205546597	5.540375732814527e-05	-1.8396026024673777	0.649938960271117	-1.0624397698860764	0.3878476568798241	-1.4016882268352777	0.6179280149885112									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THG1L	ENSG00000113272	chr5	1.06E+00	-1.16E-01	0	0	0	-2.5759600687506983	0.3744054525419389	-0.48583062463893323	5.540375732814527e-05	1.7457045182094	0.5893126861054317	-1.590917855184936	0.7037800904237452	0.3972599714428277	0.11470226169963386	0.2765181131091999	0.413143148242486	0.1787958115183246	0.0078744598902863	0.0026231396608551	0.0085878156077067	0.2343473367241614	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0
THNSL1	ENSG00000185875	chr10	1.21E+00	-3.51E-01	0	0.122064	0	-5.8675683413538655		0.2661778586777149	5.540375732814527e-05	0.466826009454335	0.08334638035358637	-0.0677307411012263	0.01648486453373155	0.6020299618118913	0.19181982796400054	0.581183216054209	0.7223637289862456	0.9081151832460732	-0.0015000877727126	-0.0050279887597055	-0.0132365151200507	0.32693196719186424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THNSL2	ENSG00000144115	chr2	1.13E+00	1.24E+00	0	0	0			0.1556869719558213		0.36442890291055857	0.06254657305974483	0.06531039631472252	0.0158948891816334	2.4415418382749734	1.490915543817087																			
THOC1	ENSG00000079134	chr18	4.06E-01	3.60E+00	0	0.407149	0			-0.27056160216477376	5.540375732814527e-05	0.9599628817397988	0.22114567920932696	0.08822738353126061	0.021018796021609897	-0.8124017531240578	0.2845497625003336																			
THOC2	ENSG00000125676	chrX	1.32E-01	7.79E+00	0	0.510094	0	-46.748096242731435																		0.0	0.0	0.0								
THOC3	ENSG00000051596	chr5	3.92E-01	6.65E+00	0	0	0																													
THOC5	ENSG00000100296	chr22	5.97E-01	2.79E+00	0	0	0																													
THOC6	ENSG00000131652	chr16	9.12E-01	-8.11E-01	0	0	0	19.253680922483962	0.640147789547301	-0.8766530426400776	5.540375732814527e-05	1.1398602323545455	0.2855917862295176	2.3274852495758154	1.308642230698248	-3.239952595088856	2.43806092006441	0.8464946572843367	0.7712684666327051	0.8162303664921466	-0.0122763008187931	-0.0062313714222736	-0.0087465922710475	0.07522619065163161	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
THOC7	ENSG00000163634	chr3	9.48E-01	1.67E+00	0	0.430878	0	-19.398619303281787										0.1436017722178785	0.1418746816097809	0.3840314136125654	0.0136589549534584	0.0105292352770941	0.0025242085629188	0.24215673200278448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THOP1	ENSG00000172009	chr19	8.66E-01	1.81E+00	0	0	0	24.507881773293494		0.3316963143525835	5.540375732814527e-05	1.7270925268392243	0.5780809201251155	-0.9522965779452778	0.33115561550379613	-1.0255910330732456	0.39197106640777907									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THPO	ENSG00000090534	chr3	1.14E+00	1.29E+00	0	0	0																													
THRA	ENSG00000126351	chr17	4.59E-01	5.03E+00	0	0.298826	0	10.16397595558458	0.34152781145721495	0.29855425701577004	5.540375732814527e-05	-1.3574577434441855	0.3836375918772722	2.167127840996082	1.1619421952651425	-7.801200808656337	12.778239696547878	0.3249934844930935	0.7312786551197147	0.8573298429319371	0.0063487452858451	-0.0052247999675678	-0.0103865167870152	0.5323363584388436	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
THRAP3	ENSG00000054118	chr1	2.41E-01	2.63E+00	0	0	0	-40.619114920963476	0.6202674270195708									0.4102163148292937	0.9034640855832908	0.793455497382199	0.0037597606668911	-0.0123023794542786	-0.0079536173461951	0.4932477707539971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0
THRB	ENSG00000151090	chr3	4.07E-01	4.24E+00	0	0.471893	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THRSP	ENSG00000151365	chr11	1.42E+00	3.47E-01	0	0.456903	0																													
THSD1	ENSG00000136114	chr13	9.79E-01	4.62E-01	0	0	0			-0.8983304641156481	5.540375732814527e-05	3.4650804307709784	2.248432120825522	2.114886915494097	1.11677668879789	0.19013159062121618	0.04957826474137022																			
THSD4	ENSG00000187720	chr15	7.09E-01	-2.17E-02	0	0.070083	0																													
THSD7A	ENSG00000005108	chr7	4.92E-01	-2.06E+00	0	0.673042	0																													
THSD7B	ENSG00000144229	chr2	7.44E-01	5.78E-01	0	0.406221	0			0.10791665344130882		0.6717255677687346		2.087737266207349	1.0936675638627191	0.5858764133489347	0.18577033061006767																			
THTPA	ENSG00000259431	chr14	1.47E+00	-3.25E-03	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THUMPD1	ENSG00000066654	chr16	1.32E+00	-3.75E-01	0	0	0	-54.17919231389299										0.4644253322908522	0.326286296484972	0.3965968586387434	0.0021020656926685	0.0047646694137448	0.0022270592294753	0.13813903580588022	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THUMPD2	ENSG00000138050	chr2	1.41E+00	-2.00E+00	0	0.297836	0	-14.184565947027387						-1.7466300059908326	0.8145599912397826											1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THUMPD3	ENSG00000134077	chr3	1.04E+00	-4.75E-02	0	0	0	-38.20954441302522																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THY1	ENSG00000154096	chr11	1.14E+00	1.29E+00	0	0.032756	0			-1.077386122583062	5.540375732814527e-05	5.224099169737237	5.215706825005918	-3.2131502795648688	2.307027853657339	1.293599646154527	0.5487241941733553												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THYN1	ENSG00000151500	chr11	1.40E+00	3.51E-01	0	0.39293	0	-34.826456108475035						4.4216662932179345	4.193479101342076											0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
